Date,Close,High,Low,Open,Volume
,KO,KO,KO,KO,KO
2010-01-04,17.557863235473633,17.613270330317484,17.51476908931229,17.594800907293727,13870400
2010-01-05,17.345470428466797,17.542474101150134,17.280829203828638,17.499378777163848,23172400
2010-01-06,17.33931541442871,17.37317426535058,17.231578864023565,17.34547071515812,19264600
2010-01-07,17.296218872070312,17.35162596855456,17.16077995523518,17.339314193734968,13234600
2010-01-08,16.976093292236328,17.126922833817478,16.85296612936271,17.071515727947116,28712400
2010-01-11,17.320842742919922,17.37624983291928,16.868351899334257,16.97608842954515,28642400
2010-01-12,17.508609771728516,17.545547437550262,17.25620023586334,17.26543435876197,23269800
2010-01-13,17.554779052734375,17.677906153521022,17.450121369333843,17.50245079814764,15157400
2010-01-14,17.58556365966797,17.622501324927867,17.474749489661065,17.557860117166243,12392600
2010-01-15,17.327001571655273,17.653286507966907,17.25004740000027,17.530160537855387,27460800
2010-01-19,17.36701774597168,17.38856599537962,17.213109395124455,17.305455345014813,14615400
2010-01-20,17.083824157714844,17.357780789664886,17.01918294271643,17.286983100729387,18810200
2010-01-21,16.735986709594727,17.108445654544294,16.680579632634526,17.09921035889957,27396800
2010-01-22,16.695972442626953,16.886818400607734,16.615939471255356,16.729831281347277,23551400
2010-01-25,16.729829788208008,16.788315686889018,16.585156801563468,16.772925093530283,16853200
2010-01-26,16.665189743041992,16.776003901644785,16.582079124089894,16.64364267600557,15515000
2010-01-27,16.779085159301758,16.825258126725114,16.529754423052182,16.622099183671555,20414800
2010-01-28,16.677505493164062,16.880664426694953,16.662114896153458,16.84064793508556,20905200
2010-01-29,16.699058532714844,16.911451665524176,16.59132314090454,16.757543291950764,22146800
2010-02-01,16.739072799682617,16.79447990069625,16.622102122628554,16.77908812601548,14517600
2010-02-02,16.94530487060547,16.994555483343415,16.66827061428975,16.785240085650347,16888600
2010-02-03,16.889904022216797,16.917607575502473,16.785246284718436,16.905294624213802,15899400
2010-02-04,16.446645736694336,16.831416596762562,16.437411611805494,16.79140009853177,21342800
2010-02-05,16.34198570251465,16.446643408607596,16.169607958882935,16.388158668877864,29285000
2010-02-08,16.20654296875,16.39738891440929,16.18191707938646,16.39738891440929,16721200
2010-02-09,16.62517738342285,16.923759921054533,16.428174907791494,16.526676145607173,31495000
2010-02-10,16.557462692260742,16.806793499640722,16.366615468410483,16.806793499640722,18717600
2010-02-11,16.689817428588867,16.72367744449569,16.397391406207564,16.498970279700817,26327200
2010-02-12,16.61594581604004,16.745229444458264,16.505131612889436,16.59747639077242,24640000
2010-02-16,16.874507904052734,16.874507904052734,16.600551285686635,16.779084324100392,19339400
2010-02-17,17.031496047973633,17.09921491345269,16.856039474713636,16.871431246812254,17064600
2010-02-18,17.21002960205078,17.213107252024432,16.976089454549587,16.976089454549587,17264600
2010-02-19,17.151548385620117,17.20695549035833,16.985327071405482,17.176173113155087,18944800
2010-02-22,17.04688835144043,17.1946402193969,17.013028328199425,17.17617079556704,13487600
2010-02-23,16.87759017944336,17.114608004488577,16.865277229661718,17.056123254367066,14835600
2010-02-24,16.97916603088379,16.985322504669185,16.834491832495246,16.929915414827928,14470600
2010-02-25,16.351224899291992,16.492821492098752,16.194238878559123,16.35738137499904,63648600
2010-02-26,16.228090286254883,16.34198209075822,16.07725964713394,16.34198209075822,63095400
2010-03-01,16.397390365600586,16.42817155580215,16.249638539024215,16.381999770499803,39449800
2010-03-02,16.40662956237793,16.52667788521292,16.360457762794663,16.43125546153767,24506200
2010-03-03,16.600553512573242,16.659038258580097,16.3696910044335,16.406628676952174,26574200
2010-03-04,16.766773223876953,16.94222861962907,16.7206002568991,16.837570912142954,28983200
2010-03-05,16.83757972717285,16.914533929605792,16.732921964894935,16.834500901507887,24238600
2010-03-08,16.76369285583496,16.889897623159598,16.720598716879312,16.84372583466164,18915600
2010-03-09,16.677505493164062,16.803710267414658,16.606707807533464,16.72675610813436,23070000
2010-03-10,16.683658599853516,16.73598685397456,16.634407994822574,16.702126842848216,21574800
2010-03-11,16.63401222229004,16.689872807393517,16.447811061170523,16.689872807393517,29130600
2010-03-12,16.556425094604492,16.686766829949374,16.528494807304725,16.661939381754962,22334400
2010-03-15,16.64952850341797,16.70849192300847,16.562633609901745,16.6743547702526,23874000
